country,location,name,nameWoDiacritics,subdivision,status,function,iata,lat,lon
RS,DOB,Dobanovci,Dobanovci,00,RL,1-------,,44.81666666666667,20.216666666666665
RS,DVC,Doljevac,Doljevac,20,RL,--3-----,,43.2,21.833333333333332
RS,DMC,Donji Milanovac,Donji Milanovac,,RQ,--3-----,,44.46666666666667,22.116666666666667
RS,DZC,Drazevac,Drazevac,,RL,--3-----,,44.56666666666667,20.216666666666665
RS,ELE,Elemir,Elemir,VO,RL,--3-----,,45.43333333333333,20.283333333333335
RS,FZJ,Ferizaj,Ferizaj,25,RQ,--3-----,,42.36666666666667,21.166666666666668
RS,FTG,Futog,Futog,06,RL,-----6--,,45.233333333333334,19.716666666666665
RS,GNJ,Gnjilane,Gnjilane,25,RL,1----6--,,42.46666666666667,21.45
RS,GMI,Gornji Milanovac,Gornji Milanovac,,RL,-23-----,,44.03333333333333,20.45
RS,GKA,Grocka,Grocka,00,RL,--3-----,,44.666666666666664,20.716666666666665
RS,GRU,Gruza,Gruza,,RL,--3-----,,43.9,20.766666666666666
RS,HGO,Horgos,Horgos,VO,RL,--3-----,,46.15,19.966666666666665
RS,HRT,Hrtkovci,Hrtkovci,07,RL,--3-----,,44.88333333333333,19.766666666666666
RS,IND,Indija,Indija,,RL,--3-----,,45.05,20.083333333333332
RS,IRI,Irig,Irig,VO,RL,--3-----,,45.1,19.85
RS,IVA,Ivanjica,Ivanjica,,RL,--3-----,,43.56666666666667,20.216666666666665
RS,JAG,Jagodina,Jagodina,,RL,-23-----,,43.96666666666667,21.25
RS,JCA,Jelenca,Jelenca,08,RQ,--3-----,,44.71666666666667,19.733333333333334
RS,KJA,Kanjiza,Kanjiza,,RL,--3-----,,46.06666666666667,20.05
RS,KAY,Kikinda,Kikinda,,RL,-23-----,,45.81666666666667,20.45
RS,KDV,Kladovo,Kladovo,,RL,--3-----,,44.61666666666667,22.616666666666667
RS,KNC,Knic,Knic,,RL,-23-----,,43.916666666666664,20.716666666666665
RS,KVC,Knjazevac,Knjazevac,,RL,-23-----,,43.56666666666667,22.25
RS,KCJ,Koceljeva,Koceljeva,08,RL,--3-----,,44.46666666666667,19.816666666666666
RS,KPJ,Kosovo Polje (Fush� Kosove),Kosovo Polje (Fushe Kosove),,RL,--3-----,,42.63333333333333,21.083333333333332
RS,MIT,Kosovska Mitrovica,Kosovska Mitrovica,,RQ,--3-----,,42.86666666666667,20.866666666666667
RS,KTC,Kostolac,Kostolac,,RL,--3-----,,44.68333333333333,21.15
RS,KVJ,Kovilj,Kovilj,06,RL,--3-----,,45.233333333333334,20.016666666666666
